,barcode,n_genes,percent_mito,n_counts,desc_0.8,max.prob0.8
GSM1595042,GSM1595042,43799,0.0,201694.7,3,0.35589302
GSM1595043,GSM1595043,43799,0.0,201593.33,0,0.42141047
GSM1595044,GSM1595044,43799,0.0,201542.12,0,0.44175485
GSM1595045,GSM1595045,43799,0.0,201004.66,0,0.39020112
GSM1595046,GSM1595046,43799,0.0,202649.28,1,0.46363354
GSM1595047,GSM1595047,43799,0.0,201220.7,12,0.5461762
GSM1595048,GSM1595048,43799,0.0,202535.78,0,0.25688666
GSM1595049,GSM1595049,43799,0.0,203064.14,3,0.25204334
GSM1595050,GSM1595050,43799,0.0,200806.72,6,0.45775437
GSM1595051,GSM1595051,43799,0.0,201396.7,12,0.3312425
GSM1595052,GSM1595052,43799,0.0,203727.7,7,0.31217873
GSM1595053,GSM1595053,43799,0.0,203110.69,1,0.36709046
GSM1595054,GSM1595054,43799,0.0,200270.42,11,0.21874642
GSM1595055,GSM1595055,43799,0.0,201041.14,1,0.4180744
GSM1595056,GSM1595056,43799,0.0,201786.33,6,0.52287734
GSM1595057,GSM1595057,43799,0.0,200916.39,0,0.3650122
GSM1595058,GSM1595058,43799,0.0,201130.66,5,0.35809854
GSM1595059,GSM1595059,43799,0.0,201677.61,1,0.26601073
GSM1595060,GSM1595060,43799,0.0,200989.75,13,0.52840185
GSM1595061,GSM1595061,43799,0.0,200412.8,0,0.4356689
GSM1595062,GSM1595062,43799,0.0,201172.47,6,0.49558252
GSM1595063,GSM1595063,43799,0.0,201886.9,0,0.24975073
GSM1595064,GSM1595064,43799,0.0,200781.16,0,0.37712494
GSM1595065,GSM1595065,43799,0.0,203054.56,10,0.4202716
GSM1595066,GSM1595066,43799,0.0,201455.61,1,0.2652165
GSM1595067,GSM1595067,43799,0.0,198633.11,12,0.20394932
GSM1595068,GSM1595068,43799,0.0,199529.05,6,0.24419376
GSM1595069,GSM1595069,43799,0.0,200585.19,10,0.5078406
GSM1595070,GSM1595070,43799,0.0,202225.81,1,0.38918102
GSM1595071,GSM1595071,43799,0.0,202120.69,1,0.34629032
GSM1595072,GSM1595072,43799,0.0,202144.47,10,0.4465382
GSM1595073,GSM1595073,43799,0.0,199544.03,6,0.51402944
GSM1595074,GSM1595074,43799,0.0,201478.7,3,0.48788476
GSM1595075,GSM1595075,43799,0.0,201125.58,6,0.3622824
GSM1595076,GSM1595076,43799,0.0,202374.27,10,0.52420306
GSM1595077,GSM1595077,43799,0.0,203193.1,3,0.25255346
GSM1595078,GSM1595078,43799,0.0,202410.31,12,0.5803806
GSM1595079,GSM1595079,43799,0.0,201686.31,0,0.42542225
GSM1595080,GSM1595080,43799,0.0,201487.86,12,0.56130266
GSM1595081,GSM1595081,43799,0.0,202837.89,3,0.4741806
GSM1595082,GSM1595082,43799,0.0,203723.12,3,0.3808073
GSM1595083,GSM1595083,43799,0.0,201816.48,0,0.4322508
GSM1595084,GSM1595084,43799,0.0,201633.9,6,0.5305368
GSM1595085,GSM1595085,43799,0.0,200761.11,3,0.43283513
GSM1595086,GSM1595086,43799,0.0,202218.16,1,0.4369677
GSM1595087,GSM1595087,43799,0.0,202466.7,10,0.45209548
GSM1595088,GSM1595088,43799,0.0,201391.66,10,0.54365796
GSM1595089,GSM1595089,43799,0.0,200120.48,8,0.5337204
GSM1595090,GSM1595090,43799,0.0,200443.72,6,0.5314284
GSM1595091,GSM1595091,43799,0.0,199788.44,13,0.51493454
GSM1595092,GSM1595092,43799,0.0,200220.62,10,0.521071
GSM1595093,GSM1595093,43799,0.0,199208.77,5,0.35235468
GSM1595094,GSM1595094,43799,0.0,200445.81,1,0.41969657
GSM1595095,GSM1595095,43799,0.0,199593.95,0,0.24269712
GSM1595096,GSM1595096,43799,0.0,198485.55,12,0.21067798
GSM1595097,GSM1595097,43799,0.0,199487.2,0,0.1844673
GSM1595098,GSM1595098,43799,0.0,200139.75,12,0.5696104
GSM1595099,GSM1595099,43799,0.0,199186.92,0,0.3928972
GSM1595100,GSM1595100,43799,0.0,198660.66,0,0.41754368
GSM1595101,GSM1595101,43799,0.0,199987.58,3,0.5055179
GSM1595102,GSM1595102,43799,0.0,200827.78,1,0.28270558
GSM1595103,GSM1595103,43799,0.0,201504.06,13,0.31894782
GSM1595104,GSM1595104,43799,0.0,201338.25,3,0.2900618
GSM1595105,GSM1595105,43799,0.0,201922.33,3,0.45295316
GSM1595106,GSM1595106,43799,0.0,201346.23,1,0.41732848
GSM1595107,GSM1595107,43799,0.0,200016.42,6,0.42571852
GSM1595108,GSM1595108,43799,0.0,200948.2,1,0.35275787
GSM1595109,GSM1595109,43799,0.0,200517.77,0,0.33975238
GSM1595110,GSM1595110,43799,0.0,198925.33,6,0.3824071
GSM1595111,GSM1595111,43799,0.0,200416.75,4,0.4909953
GSM1595112,GSM1595112,43799,0.0,199286.14,13,0.5259095
GSM1595113,GSM1595113,43799,0.0,202286.34,3,0.5307107
GSM1595114,GSM1595114,43799,0.0,201132.81,4,0.50763595
GSM1595115,GSM1595115,43799,0.0,200407.19,6,0.5314051
GSM1595116,GSM1595116,43799,0.0,199419.16,13,0.5254153
GSM1595117,GSM1595117,43799,0.0,202812.7,4,0.5099919
GSM1595118,GSM1595118,43799,0.0,197721.42,12,0.33798853
GSM1595119,GSM1595119,43799,0.0,199244.31,3,0.5008639
GSM1595120,GSM1595120,43799,0.0,203372.97,10,0.46696165
GSM1595121,GSM1595121,43799,0.0,202324.36,10,0.4633421
GSM1595122,GSM1595122,43799,0.0,200203.12,0,0.42340285
GSM1595123,GSM1595123,43799,0.0,200339.9,3,0.5035677
GSM1595124,GSM1595124,43799,0.0,197455.17,8,0.5315478
GSM1595125,GSM1595125,43799,0.0,200847.25,3,0.2826991
GSM1595126,GSM1595126,43799,0.0,197996.2,8,0.5120378
GSM1595127,GSM1595127,43799,0.0,202073.34,10,0.5249064
GSM1595128,GSM1595128,43799,0.0,201002.7,6,0.30064964
GSM1595129,GSM1595129,43799,0.0,202244.89,3,0.43803746
GSM1595130,GSM1595130,43799,0.0,201012.7,3,0.44899994
GSM1595131,GSM1595131,43799,0.0,199786.48,6,0.52496636
GSM1595132,GSM1595132,43799,0.0,202313.19,10,0.52544874
GSM1595133,GSM1595133,43799,0.0,203079.78,10,0.4149921
GSM1595134,GSM1595134,43799,0.0,202682.45,0,0.30751532
GSM1595135,GSM1595135,43799,0.0,201378.2,6,0.45731914
GSM1595136,GSM1595136,43799,0.0,202714.61,10,0.52408427
GSM1595137,GSM1595137,43799,0.0,201689.53,11,0.27642044
GSM1595138,GSM1595138,43799,0.0,199292.53,11,0.30819553
GSM1595139,GSM1595139,43799,0.0,200214.28,3,0.48165885
GSM1595140,GSM1595140,43799,0.0,201150.64,0,0.40262294
GSM1595141,GSM1595141,43799,0.0,201761.3,3,0.4415794
GSM1595142,GSM1595142,43799,0.0,203682.12,10,0.52262294
GSM1595143,GSM1595143,43799,0.0,199940.23,12,0.5463439
GSM1595144,GSM1595144,43799,0.0,202288.03,12,0.54651403
GSM1595145,GSM1595145,43799,0.0,202013.4,7,0.36675557
GSM1595146,GSM1595146,43799,0.0,199841.88,5,0.48001873
GSM1595147,GSM1595147,43799,0.0,201677.06,5,0.49165118
GSM1595148,GSM1595148,43799,0.0,198346.67,11,0.49504554
GSM1595149,GSM1595149,43799,0.0,203240.8,7,0.24705233
GSM1595150,GSM1595150,43799,0.0,195399.27,8,0.09710406
GSM1595151,GSM1595151,43799,0.0,200900.19,7,0.45765308
GSM1595152,GSM1595152,43799,0.0,200940.08,9,0.5519847
GSM1595153,GSM1595153,43799,0.0,202071.69,5,0.22037508
GSM1595154,GSM1595154,43799,0.0,202443.25,9,0.53822446
GSM1595155,GSM1595155,43799,0.0,202326.22,5,0.17431298
GSM1595156,GSM1595156,43799,0.0,201066.25,2,0.31059074
GSM1595157,GSM1595157,43799,0.0,203192.8,7,0.24689637
GSM1595158,GSM1595158,43799,0.0,200645.58,5,0.21173976
GSM1595159,GSM1595159,43799,0.0,202608.83,9,0.53379166
GSM1595160,GSM1595160,43799,0.0,203230.58,9,0.55362326
GSM1595161,GSM1595161,43799,0.0,196471.78,8,0.4634151
GSM1595162,GSM1595162,43799,0.0,199398.92,11,0.2498681
GSM1595163,GSM1595163,43799,0.0,199514.4,11,0.21687299
GSM1595164,GSM1595164,43799,0.0,196123.33,8,0.5283244
GSM1595165,GSM1595165,43799,0.0,201640.7,7,0.391515
GSM1595166,GSM1595166,43799,0.0,199645.88,7,0.44980338
GSM1595167,GSM1595167,43799,0.0,199791.38,11,0.47113362
GSM1595168,GSM1595168,43799,0.0,198505.08,8,0.5396055
GSM1595169,GSM1595169,43799,0.0,197625.12,8,0.5059061
GSM1595170,GSM1595170,43799,0.0,202232.61,5,0.42009678
GSM1595171,GSM1595171,43799,0.0,200699.08,5,0.5249295
GSM1595172,GSM1595172,43799,0.0,201943.45,5,0.5058442
GSM1595173,GSM1595173,43799,0.0,201507.92,7,0.33954677
GSM1595174,GSM1595174,43799,0.0,198646.03,11,0.34902918
GSM1595175,GSM1595175,43799,0.0,201390.45,5,0.43814284
GSM1595176,GSM1595176,43799,0.0,201323.69,7,0.43566647
GSM1595177,GSM1595177,43799,0.0,197067.53,11,0.40773132
GSM1595178,GSM1595178,43799,0.0,199881.45,5,0.4641864
GSM1595179,GSM1595179,43799,0.0,202507.98,7,0.45701957
GSM1595180,GSM1595180,43799,0.0,194376.77,8,0.3779764
GSM1595181,GSM1595181,43799,0.0,202280.81,5,0.29871985
GSM1595182,GSM1595182,43799,0.0,197169.9,11,0.5196861
GSM1595183,GSM1595183,43799,0.0,198626.92,11,0.48764402
GSM1595184,GSM1595184,43799,0.0,203641.44,7,0.44148844
GSM1595185,GSM1595185,43799,0.0,202619.75,7,0.41639635
GSM1595186,GSM1595186,43799,0.0,197759.38,8,0.3775606
GSM1595187,GSM1595187,43799,0.0,203166.2,7,0.41309303
GSM1595188,GSM1595188,43799,0.0,200360.52,5,0.51208216
GSM1595189,GSM1595189,43799,0.0,200422.25,7,0.4138451
GSM1595190,GSM1595190,43799,0.0,203303.72,7,0.40118435
GSM1595191,GSM1595191,43799,0.0,199254.06,11,0.42516863
GSM1595192,GSM1595192,43799,0.0,199480.62,5,0.29882383
GSM1595193,GSM1595193,43799,0.0,200823.86,5,0.2770246
GSM1595194,GSM1595194,43799,0.0,202028.77,1,0.30517074
GSM1595195,GSM1595195,43799,0.0,198738.39,13,0.5252517
GSM1595196,GSM1595196,43799,0.0,199207.7,5,0.40810624
GSM1595197,GSM1595197,43799,0.0,197607.97,13,0.32304797
GSM1595198,GSM1595198,43799,0.0,201207.03,7,0.34036896
GSM1595199,GSM1595199,43799,0.0,199599.67,4,0.5046347
GSM1595200,GSM1595200,43799,0.0,198295.31,11,0.49002624
GSM1595201,GSM1595201,43799,0.0,201239.08,9,0.550314
GSM1595202,GSM1595202,43799,0.0,200543.9,11,0.4055067
GSM1595203,GSM1595203,43799,0.0,199775.27,9,0.5498711
GSM1595204,GSM1595204,43799,0.0,199130.34,11,0.44184172
GSM1595205,GSM1595205,43799,0.0,200933.66,5,0.49157253
GSM1595206,GSM1595206,43799,0.0,193288.92,8,0.37579343
GSM1595207,GSM1595207,43799,0.0,194149.86,8,0.5079429
GSM1595208,GSM1595208,43799,0.0,197514.89,8,0.5042221
GSM1595209,GSM1595209,43799,0.0,202843.58,7,0.4563329
GSM1595210,GSM1595210,43799,0.0,196527.0,8,0.37700287
GSM1595211,GSM1595211,43799,0.0,201712.34,7,0.26528126
GSM1595212,GSM1595212,43799,0.0,202512.39,9,0.53941333
GSM1595213,GSM1595213,43799,0.0,198049.14,11,0.44427118
GSM1595214,GSM1595214,43799,0.0,197751.33,8,0.4968549
GSM1595215,GSM1595215,43799,0.0,202577.9,7,0.42909348
GSM1595216,GSM1595216,43799,0.0,200265.39,11,0.47798288
GSM1595217,GSM1595217,43799,0.0,199584.75,11,0.49145558
GSM1595218,GSM1595218,43799,0.0,201492.61,5,0.52312565
GSM1595219,GSM1595219,43799,0.0,195845.62,1,0.41179043
GSM1595220,GSM1595220,43799,0.0,201635.69,7,0.22830054
GSM1595221,GSM1595221,43799,0.0,199680.27,11,0.3503444
GSM1595222,GSM1595222,43799,0.0,196091.02,11,0.4501024
